Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
03/17/2021,01/01/2020,03/13/2021,TX,McLennan County,3,48,309,48309,Distribution of COVID-19 deaths (%),3699,614,0.655,0.119,,,,0.212,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,McLennan County,3,48,309,48309,Distribution of population (%),3699,614,0.554,0.139,0.003,0.016,0.001,0.27,0.017,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TX,Maverick County,5,48,323,48323,Distribution of all-cause deaths (%),585,160,0.017,,,,,0.971,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Maverick County,5,48,323,48323,Distribution of COVID-19 deaths (%),585,160,,,,,,0.994,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Maverick County,5,48,323,48323,Distribution of population (%),585,160,0.027,0.003,0.011,0.006,0,0.951,0.002,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,TX,Midland County,4,48,329,48329,Distribution of all-cause deaths (%),1669,328,0.618,0.069,,,,0.304,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Midland County,4,48,329,48329,Distribution of COVID-19 deaths (%),1669,328,0.427,0.067,,,,0.503,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Midland County,4,48,329,48329,Distribution of population (%),1669,328,0.44,0.062,0.005,0.021,0.001,0.46,0.012,Small metro,
03/17/2021,01/01/2020,03/13/2021,TX,Montgomery County,2,48,339,48339,Distribution of all-cause deaths (%),7190,903,0.772,0.092,,0.017,,0.114,0.003,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Montgomery County,2,48,339,48339,Distribution of COVID-19 deaths (%),7190,903,0.569,0.124,,0.018,,0.283,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Montgomery County,2,48,339,48339,Distribution of population (%),7190,903,0.643,0.053,0.004,0.031,0.001,0.251,0.016,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,Nacogdoches County,5,48,347,48347,Distribution of all-cause deaths (%),1026,219,0.768,0.184,,,,0.042,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Nacogdoches County,5,48,347,48347,Distribution of COVID-19 deaths (%),1026,219,0.685,0.224,,,,0.082,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Nacogdoches County,5,48,347,48347,Distribution of population (%),1026,219,0.592,0.176,0.004,0.012,0,0.2,0.015,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,TX,Navarro County,5,48,349,48349,Distribution of all-cause deaths (%),646,107,0.762,0.147,,,,0.082,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Navarro County,5,48,349,48349,Distribution of COVID-19 deaths (%),646,107,0.636,0.206,,,,0.15,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Navarro County,5,48,349,48349,Distribution of population (%),646,107,0.538,0.124,0.004,0.006,0.016,0.281,0.031,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,TX,Nueces County,3,48,355,48355,Distribution of all-cause deaths (%),5336,936,0.425,0.033,,0.008,,0.531,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Nueces County,3,48,355,48355,Distribution of COVID-19 deaths (%),5336,936,0.26,0.016,,,,0.715,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Nueces County,3,48,355,48355,Distribution of population (%),5336,936,0.287,0.035,0.003,0.02,0.001,0.644,0.011,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TX,Potter County,3,48,375,48375,Distribution of all-cause deaths (%),3378,898,0.721,0.059,0.004,0.017,,0.194,0.004,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Potter County,3,48,375,48375,Distribution of COVID-19 deaths (%),3378,898,0.612,0.048,,0.029,,0.303,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Potter County,3,48,375,48375,Distribution of population (%),3378,898,0.432,0.101,0.005,0.056,0,0.39,0.015,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TX,Rockwall County,2,48,397,48397,Distribution of all-cause deaths (%),1203,241,0.802,0.076,,0.017,,0.099,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Rockwall County,2,48,397,48397,Distribution of COVID-19 deaths (%),1203,241,0.747,0.062,,,,0.162,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Rockwall County,2,48,397,48397,Distribution of population (%),1203,241,0.689,0.071,0.005,0.031,0.001,0.186,0.018,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,Smith County,4,48,423,48423,Distribution of all-cause deaths (%),5427,980,0.79,0.155,0.002,0.004,,0.048,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Smith County,4,48,423,48423,Distribution of COVID-19 deaths (%),5427,980,0.715,0.163,,,,0.112,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Smith County,4,48,423,48423,Distribution of population (%),5427,980,0.591,0.172,0.003,0.016,0.001,0.201,0.016,Small metro,
03/17/2021,01/01/2020,03/13/2021,TX,Tarrant County,1,48,439,48439,Distribution of all-cause deaths (%),22639,3681,0.684,0.146,0.001,0.026,0.002,0.139,0.003,Large central metro,
03/17/2021,01/01/2020,03/13/2021,TX,Tarrant County,1,48,439,48439,Distribution of COVID-19 deaths (%),22639,3681,0.567,0.141,,0.033,,0.253,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Tarrant County,1,48,439,48439,Distribution of population (%),22639,3681,0.452,0.17,0.004,0.056,0.002,0.294,0.022,Large central metro,
03/17/2021,01/01/2020,03/13/2021,TX,Taylor County,4,48,441,48441,Distribution of all-cause deaths (%),2580,591,0.786,0.053,,0.007,,0.151,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Taylor County,4,48,441,48441,Distribution of COVID-19 deaths (%),2580,591,0.733,0.025,,,,0.239,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Taylor County,4,48,441,48441,Distribution of population (%),2580,591,0.626,0.074,0.004,0.022,0.001,0.25,0.023,Small metro,
03/17/2021,01/01/2020,03/13/2021,TX,Tom Green County,4,48,451,48451,Distribution of all-cause deaths (%),1928,369,0.673,0.034,,0.005,,0.284,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Tom Green County,4,48,451,48451,Distribution of COVID-19 deaths (%),1928,369,0.501,0.035,,,,0.458,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Tom Green County,4,48,451,48451,Distribution of population (%),1928,369,0.523,0.036,0.004,0.012,0.001,0.407,0.017,Small metro,
03/17/2021,01/01/2020,03/13/2021,TX,Travis County,1,48,453,48453,Distribution of all-cause deaths (%),9245,1144,0.636,0.109,0.002,0.024,,0.225,0.003,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Travis County,1,48,453,48453,Distribution of COVID-19 deaths (%),9245,1144,0.413,0.103,,0.018,,0.46,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Travis County,1,48,453,48453,Distribution of population (%),9245,1144,0.488,0.08,0.002,0.072,0.001,0.336,0.02,Large central metro,
03/17/2021,01/01/2020,03/13/2021,TX,Val Verde County,5,48,465,48465,Distribution of all-cause deaths (%),430,103,0.181,,,,,0.805,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Val Verde County,5,48,465,48465,Distribution of COVID-19 deaths (%),430,103,0.126,,,,,0.874,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Val Verde County,5,48,465,48465,Distribution of population (%),430,103,0.147,0.014,0.002,0.007,0.001,0.822,0.007,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,TX,Victoria County,4,48,469,48469,Distribution of all-cause deaths (%),1580,348,0.578,0.069,,0.009,,0.341,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Victoria County,4,48,469,48469,Distribution of COVID-19 deaths (%),1580,348,0.434,0.069,,,,0.486,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Victoria County,4,48,469,48469,Distribution of population (%),1580,348,0.439,0.057,0.003,0.013,0,0.478,0.01,Small metro,
03/17/2021,01/01/2020,03/13/2021,TX,Webb County,3,48,479,48479,Distribution of all-cause deaths (%),2629,791,0.035,,,,,0.96,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Webb County,3,48,479,48479,Distribution of COVID-19 deaths (%),2629,791,0.018,,,,,0.979,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Webb County,3,48,479,48479,Distribution of population (%),2629,791,0.036,0.003,0,0.005,0,0.954,0.001,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TX,Wichita County,4,48,485,48485,Distribution of all-cause deaths (%),2380,451,0.816,0.086,0.004,,,0.087,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Wichita County,4,48,485,48485,Distribution of COVID-19 deaths (%),2380,451,0.769,0.071,,,,0.151,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Wichita County,4,48,485,48485,Distribution of population (%),2380,451,0.645,0.104,0.008,0.02,0.001,0.198,0.024,Small metro,
03/17/2021,01/01/2020,03/13/2021,TX,Williamson County,2,48,491,48491,Distribution of all-cause deaths (%),4757,580,0.797,0.061,,0.023,,0.114,0.003,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Williamson County,2,48,491,48491,Distribution of COVID-19 deaths (%),4757,580,0.641,0.069,,0.021,,0.264,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Williamson County,2,48,491,48491,Distribution of population (%),4757,580,0.58,0.067,0.003,0.078,0.001,0.248,0.024,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,Wise County,2,48,497,48497,Distribution of all-cause deaths (%),880,146,0.919,,,,,0.069,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Wise County,2,48,497,48497,Distribution of COVID-19 deaths (%),880,146,0.842,,,,,0.151,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Wise County,2,48,497,48497,Distribution of population (%),880,146,0.76,0.013,0.007,0.006,0,0.199,0.014,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,UT,Davis County,3,49,11,49011,Distribution of all-cause deaths (%),2289,133,0.914,0.007,0.004,0.013,0.007,0.047,0.007,Medium metro,
03/17/2021,01/01/2020,03/13/2021,UT,Davis County,3,49,11,49011,Distribution of COVID-19 deaths (%),2289,133,0.842,,,,,,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,UT,Davis County,3,49,11,49011,Distribution of population (%),2289,133,0.826,0.012,0.004,0.019,0.007,0.101,0.03,Medium metro,
03/17/2021,01/01/2020,03/13/2021,UT,Salt Lake County,1,49,35,49035,Distribution of all-cause deaths (%),10100,1000,0.83,0.014,0.014,0.023,0.018,0.094,0.007,Large central metro,
03/17/2021,01/01/2020,03/13/2021,UT,Salt Lake County,1,49,35,49035,Distribution of COVID-19 deaths (%),10100,1000,0.651,0.013,0.043,0.042,0.044,0.201,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,UT,Salt Lake County,1,49,35,49035,Distribution of population (%),10100,1000,0.692,0.018,0.007,0.043,0.016,0.185,0.039,Large central metro,
03/17/2021,01/01/2020,03/13/2021,UT,Utah County,3,49,49,49049,Distribution of all-cause deaths (%),3685,370,0.907,0.003,0.005,0.006,0.013,0.06,0.005,Medium metro,
03/17/2021,01/01/2020,03/13/2021,UT,Utah County,3,49,49,49049,Distribution of COVID-19 deaths (%),3685,370,0.792,,,,,0.146,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,UT,Utah County,3,49,49,49049,Distribution of population (%),3685,370,0.81,0.006,0.005,0.018,0.009,0.121,0.032,Medium metro,
03/17/2021,01/01/2020,03/13/2021,UT,Washington County,4,49,53,49053,Distribution of all-cause deaths (%),2267,250,0.919,0.007,0.015,0.007,0.008,0.038,0.006,Small metro,
03/17/2021,01/01/2020,03/13/2021,UT,Washington County,4,49,53,49053,Distribution of COVID-19 deaths (%),2267,250,0.808,,0.064,,,0.072,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,UT,Washington County,4,49,53,49053,Distribution of population (%),2267,250,0.831,0.007,0.01,0.009,0.008,0.108,0.026,Small metro,
03/17/2021,01/01/2020,03/13/2021,UT,Weber County,3,49,57,49057,Distribution of all-cause deaths (%),2620,220,0.86,0.016,0.006,0.015,0.004,0.094,0.005,Medium metro,
03/17/2021,01/01/2020,03/13/2021,UT,Weber County,3,49,57,49057,Distribution of COVID-19 deaths (%),2620,220,0.732,,,,,0.186,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,UT,Weber County,3,49,57,49057,Distribution of population (%),2620,220,0.754,0.013,0.005,0.014,0.003,0.187,0.024,Medium metro,
03/17/2021,01/01/2020,03/13/2021,VA,Arlington County,1,51,13,51013,Distribution of all-cause deaths (%),1913,314,0.608,0.187,,0.094,,0.102,0.006,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Arlington County,1,51,13,51013,Distribution of COVID-19 deaths (%),1913,314,0.478,0.223,,0.127,,0.162,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Arlington County,1,51,13,51013,Distribution of population (%),1913,314,0.613,0.091,0.002,0.108,0.001,0.156,0.03,Large central metro,
03/17/2021,01/01/2020,03/13/2021,VA,Augusta County,4,51,15,51015,Distribution of all-cause deaths (%),1231,135,0.942,0.04,,,,0.009,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Augusta County,4,51,15,51015,Distribution of COVID-19 deaths (%),1231,135,0.881,0.096,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Augusta County,4,51,15,51015,Distribution of population (%),1231,135,0.902,0.045,0.002,0.006,0,0.031,0.014,Small metro,
03/17/2021,01/01/2020,03/13/2021,VA,Chesterfield County,2,51,41,51041,Distribution of all-cause deaths (%),3338,303,0.738,0.212,,0.015,,0.028,0.004,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Chesterfield County,2,51,41,51041,Distribution of COVID-19 deaths (%),3338,303,0.644,0.271,,,,0.076,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Chesterfield County,2,51,41,51041,Distribution of population (%),3338,303,0.606,0.235,0.002,0.036,0.001,0.095,0.025,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,VA,Fairfax County,2,51,59,51059,Distribution of all-cause deaths (%),7247,927,0.662,0.106,,0.134,,0.09,0.006,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Fairfax County,2,51,59,51059,Distribution of COVID-19 deaths (%),7247,927,0.531,0.099,,0.151,,0.213,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Fairfax County,2,51,59,51059,Distribution of population (%),7247,927,0.5,0.099,0.001,0.199,0.001,0.165,0.034,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,VA,Hanover County,2,51,85,51085,Distribution of all-cause deaths (%),1902,240,0.707,0.272,,0.006,,0.009,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Hanover County,2,51,85,51085,Distribution of COVID-19 deaths (%),1902,240,0.529,0.446,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Hanover County,2,51,85,51085,Distribution of population (%),1902,240,0.834,0.093,0.004,0.019,0,0.031,0.019,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,VA,Henrico County,2,51,87,51087,Distribution of all-cause deaths (%),4766,577,0.676,0.274,0.003,0.019,,0.018,0.011,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Henrico County,2,51,87,51087,Distribution of COVID-19 deaths (%),4766,577,0.598,0.329,,0.023,,0.038,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Henrico County,2,51,87,51087,Distribution of population (%),4766,577,0.521,0.302,0.002,0.09,0,0.06,0.024,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,VA,Loudoun County,2,51,107,51107,Distribution of all-cause deaths (%),2384,260,0.763,0.092,,0.086,,0.052,0.006,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Loudoun County,2,51,107,51107,Distribution of COVID-19 deaths (%),2384,260,0.708,0.096,,0.108,,0.088,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Loudoun County,2,51,107,51107,Distribution of population (%),2384,260,0.547,0.075,0.002,0.201,0.001,0.139,0.035,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,VA,Montgomery County,4,51,121,51121,Distribution of all-cause deaths (%),1004,102,0.943,0.045,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Montgomery County,4,51,121,51121,Distribution of COVID-19 deaths (%),1004,102,0.931,,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Montgomery County,4,51,121,51121,Distribution of population (%),1004,102,0.835,0.041,0.002,0.063,0,0.035,0.024,Small metro,
03/17/2021,01/01/2020,03/13/2021,VA,Prince William County,2,51,153,51153,Distribution of all-cause deaths (%),2369,294,0.617,0.197,,0.063,,0.11,0.011,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Prince William County,2,51,153,51153,Distribution of COVID-19 deaths (%),2369,294,0.415,0.238,,0.085,,0.248,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,VA,Prince William County,2,51,153,51153,Distribution of population (%),2369,294,0.415,0.206,0.002,0.092,0.001,0.245,0.04,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,VA,Rockingham County,4,51,165,51165,Distribution of all-cause deaths (%),1146,166,0.94,0.027,,,,0.022,,Small metro,Data based on counts less than 10 suppressed
